"tool_name","category","description","keywords","icon_url","website_link"
"Simon Says","Audio Transcription","AI transcription and subtitling tool for film and video producers working with multicamera productions.","simon says ai transcribe subtitle film video producer multicamera production caption","https://www.simonsays.ai/favicon.ico","https://www.simonsays.ai"
"AI Dungeon","Chatbot","AI-powered infinite text adventure game generating unique interactive story content from player choices.","ai dungeon adventure game text interactive story generate ai creative play choice","https://aidungeon.com/favicon.ico","https://aidungeon.com"
"Janitor AI","Chatbot","Platform for chatting with diverse AI character personas and NSFW roleplay with customizable bots.","janitor ai chatbot character persona roleplay custom conversation interactive create","https://www.janitorai.com/favicon.ico","https://www.janitorai.com"
"Kindroid","Chatbot","AI companion app featuring personalized chatbots with memory, consistent personality, and voice interaction.","kindroid ai companion chatbot personalize memory personality voice interact relationship","https://kindroid.ai/favicon.ico","https://kindroid.ai"
"Tavus","Video Generation","AI video personalization platform creating thousands of unique personalized videos from a single recording.","tavus ai video personalize create thousand unique recording scale outreach marketing","https://www.tavus.io/favicon.ico","https://www.tavus.io"
"Sendspark","Video Generation","AI-powered video messaging tool for sales and marketing teams to send personalized video outreach at scale.","sendspark ai video message sales marketing personalize outreach scale send prospecting","https://www.sendspark.com/favicon.ico","https://www.sendspark.com"
"BHuman","Video Generation","AI platform creating personalized video messages at scale for customer engagement and marketing campaigns.","bhuman ai video personalize message scale customer engage marketing campaign outreach","https://www.bhuman.ai/favicon.ico","https://www.bhuman.ai"
"Synthesia Studio","Video Generation","Enterprise video creation platform using AI avatars for training, e-learning, and corporate communications at scale.","synthesia studio enterprise video ai avatar training elearning corporate communicate scale","https://www.synthesia.io/favicon.ico","https://www.synthesia.io/features/ai-studio"
"Ditto","Research","AI knowledge management tool organizing research, documents, and team knowledge for faster information retrieval.","ditto ai knowledge manage research document team organize retrieve fast search note","https://ditto.so/favicon.ico","https://ditto.so"
"Genei","Research","AI research tool that summarizes documents and papers, extracts key insights, and generates research notes.","genei ai research summarize document paper extract insight note key generate read","https://www.genei.io/favicon.ico","https://www.genei.io"
"Scite","Research","AI tool analyzing scientific papers by examining how they cite and relate to other research literature.","scite ai analyze scientific paper cite relate research literature smart citation evidence","https://scite.ai/favicon.ico","https://scite.ai"
"Explainpaper","Research","AI tool for reading academic papers that explains difficult sections in simple language on demand.","explainpaper ai read academic paper explain difficult simple language understand research","https://www.explainpaper.com/favicon.ico","https://www.explainpaper.com"
"Scholarcy","Research","AI research assistant summarizing academic papers, extracting key points, and generating flashcards.","scholarcy ai research summarize paper extract key point flashcard generate read","https://www.scholarcy.com/favicon.ico","https://www.scholarcy.com"
